ticker,concept,end,value,yoy_growth
BAC,NetIncomeLoss_TTM,2020-06-30,20314000000.0,
BAC,NetIncomeLoss_TTM,2020-09-30,19418000000.0,
BAC,NetIncomeLoss_TTM,2020-12-31,17894000000.0,
BAC,NetIncomeLoss_TTM,2021-03-31,21934000000.0,
BAC,NetIncomeLoss_TTM,2021-06-30,27625000000.0,
BAC,NetIncomeLoss_TTM,2021-09-30,30435000000.0,
BAC,NetIncomeLoss_TTM,2021-12-31,31978000000.0,
BAC,NetIncomeLoss_TTM,2022-03-31,30995000000.0,
BAC,NetIncomeLoss_TTM,2022-06-30,28018000000.0,
BAC,NetIncomeLoss_TTM,2022-09-30,27409000000.0,
BAC,NetIncomeLoss_TTM,2022-12-31,27528000000.0,
BAC,NetIncomeLoss_TTM,2023-03-31,28622000000.0,
BAC,NetIncomeLoss_TTM,2023-06-30,29783000000.0,
BAC,NetIncomeLoss_TTM,2023-09-30,30503000000.0,
BAC,NetIncomeLoss_TTM,2023-12-31,26305000000.0,
BAC,NetIncomeLoss_TTM,2024-03-31,24818000000.0,
BAC,NetIncomeLoss_TTM,2024-06-30,24307000000.0,
BAC,NetIncomeLoss_TTM,2024-09-30,23401000000.0,
BAC,NetIncomeLoss_TTM,2024-12-31,26973000000.0,
BAC,NetIncomeLoss_TTM,2025-03-31,27659000000.0,
BAC,NetIncomeLoss_TTM,2025-06-30,27932000000.0,
BAC,NetIncomeLoss_TTM,2025-09-30,29505000000.0,
BAC,NetIncomeLoss_TTM,2025-12-31,30527000000.0,
BAC,NetIncomeLoss_TTM,2026-03-31,31751000000.0,
BAC,NetIncomeLoss_TTM,2026-06-30,33655000000.0,
JPM,NetIncomeLoss_TTM,2008-06-30,,
JPM,NetIncomeLoss_TTM,2008-09-30,,
JPM,NetIncomeLoss_TTM,2009-03-31,,
JPM,NetIncomeLoss_TTM,2009-06-30,7392000000.0,
JPM,NetIncomeLoss_TTM,2009-09-30,8977000000.0,
JPM,NetIncomeLoss_TTM,2009-12-31,11728000000.0,
JPM,NetIncomeLoss_TTM,2010-03-31,12913000000.0,
JPM,NetIncomeLoss_TTM,2010-06-30,14987000000.0,
JPM,NetIncomeLoss_TTM,2010-09-30,15817000000.0,
JPM,NetIncomeLoss_TTM,2010-12-31,17370000000.0,
JPM,NetIncomeLoss_TTM,2011-03-31,19599000000.0,
JPM,NetIncomeLoss_TTM,2011-06-30,20235000000.0,
JPM,NetIncomeLoss_TTM,2011-09-30,20079000000.0,
JPM,NetIncomeLoss_TTM,2011-12-31,18976000000.0,
JPM,NetIncomeLoss_TTM,2012-03-31,18345000000.0,
JPM,NetIncomeLoss_TTM,2012-06-30,17874000000.0,
JPM,NetIncomeLoss_TTM,2012-09-30,19320000000.0,
JPM,NetIncomeLoss_TTM,2012-12-31,21284000000.0,
JPM,NetIncomeLoss_TTM,2013-03-31,22889000000.0,
JPM,NetIncomeLoss_TTM,2013-06-30,24425000000.0,
JPM,NetIncomeLoss_TTM,2013-09-30,18337000000.0,
JPM,NetIncomeLoss_TTM,2013-12-31,17886000000.0,
JPM,NetIncomeLoss_TTM,2014-03-31,16626000000.0,
JPM,NetIncomeLoss_TTM,2014-06-30,16110000000.0,
JPM,NetIncomeLoss_TTM,2014-09-30,22055000000.0,
JPM,NetIncomeLoss_TTM,2014-12-31,21745000000.0,
JPM,NetIncomeLoss_TTM,2015-03-31,22390000000.0,
JPM,NetIncomeLoss_TTM,2015-06-30,22700000000.0,
JPM,NetIncomeLoss_TTM,2015-09-30,23939000000.0,
JPM,NetIncomeLoss_TTM,2015-12-31,24442000000.0,
JPM,NetIncomeLoss_TTM,2016-03-31,24048000000.0,
JPM,NetIncomeLoss_TTM,2016-06-30,23958000000.0,
JPM,NetIncomeLoss_TTM,2016-09-30,23440000000.0,
JPM,NetIncomeLoss_TTM,2016-12-31,24733000000.0,
JPM,NetIncomeLoss_TTM,2017-03-31,25661000000.0,
JPM,NetIncomeLoss_TTM,2017-06-30,26490000000.0,
JPM,NetIncomeLoss_TTM,2017-09-30,26936000000.0,
JPM,NetIncomeLoss_TTM,2017-12-31,24441000000.0,
JPM,NetIncomeLoss_TTM,2018-03-31,26705000000.0,
JPM,NetIncomeLoss_TTM,2018-06-30,27992000000.0,
JPM,NetIncomeLoss_TTM,2018-09-30,29640000000.0,
JPM,NetIncomeLoss_TTM,2018-12-31,32474000000.0,
JPM,NetIncomeLoss_TTM,2019-03-31,32941000000.0,
JPM,NetIncomeLoss_TTM,2019-06-30,34277000000.0,
JPM,NetIncomeLoss_TTM,2019-09-30,34977000000.0,
JPM,NetIncomeLoss_TTM,2019-12-31,36431000000.0,
JPM,NetIncomeLoss_TTM,2020-03-31,30117000000.0,
JPM,NetIncomeLoss_TTM,2020-06-30,25152000000.0,
JPM,NetIncomeLoss_TTM,2020-09-30,25515000000.0,
JPM,NetIncomeLoss_TTM,2020-12-31,29131000000.0,
JPM,NetIncomeLoss_TTM,2021-03-31,40566000000.0,
JPM,NetIncomeLoss_TTM,2021-06-30,47827000000.0,
JPM,NetIncomeLoss_TTM,2021-09-30,50071000000.0,
JPM,NetIncomeLoss_TTM,2021-12-31,48300000000.0,
JPM,NetIncomeLoss_TTM,2022-03-31,42282000000.0,
JPM,NetIncomeLoss_TTM,2022-06-30,38983000000.0,
JPM,NetIncomeLoss_TTM,2022-09-30,37033000000.0,
JPM,NetIncomeLoss_TTM,2022-12-31,37700000000.0,
JPM,NetIncomeLoss_TTM,2023-03-31,42040000000.0,
JPM,NetIncomeLoss_TTM,2023-06-30,47863000000.0,
JPM,NetIncomeLoss_TTM,2023-09-30,51277000000.0,
JPM,NetIncomeLoss_TTM,2023-12-31,49600000000.0,
JPM,NetIncomeLoss_TTM,2024-03-31,50397000000.0,
JPM,NetIncomeLoss_TTM,2024-06-30,54074000000.0,
JPM,NetIncomeLoss_TTM,2024-09-30,53821000000.0,
JPM,NetIncomeLoss_TTM,2024-12-31,58500000000.0,
JPM,NetIncomeLoss_TTM,2025-03-31,59724000000.0,
JPM,NetIncomeLoss_TTM,2025-06-30,56562000000.0,
JPM,NetIncomeLoss_TTM,2025-09-30,58057000000.0,
JPM,NetIncomeLoss_TTM,2025-12-31,57000000000.0,
JPM,NetIncomeLoss_TTM,2026-03-31,58851000000.0,
MSFT,NetIncomeLoss_TTM,2007-09-30,,
MSFT,NetIncomeLoss_TTM,2007-12-31,,
MSFT,NetIncomeLoss_TTM,2008-03-31,,
MSFT,NetIncomeLoss_TTM,2008-06-30,17681000000.0,
MSFT,NetIncomeLoss_TTM,2008-09-30,17765000000.0,
MSFT,NetIncomeLoss_TTM,2008-12-31,17232000000.0,
MSFT,NetIncomeLoss_TTM,2009-03-31,15821000000.0,
MSFT,NetIncomeLoss_TTM,2009-06-30,14569000000.0,
MSFT,NetIncomeLoss_TTM,2009-09-30,13770000000.0,
MSFT,NetIncomeLoss_TTM,2009-12-31,16258000000.0,
MSFT,NetIncomeLoss_TTM,2010-03-31,17287000000.0,
MSFT,NetIncomeLoss_TTM,2010-06-30,18760000000.0,
MSFT,NetIncomeLoss_TTM,2010-09-30,20596000000.0,
MSFT,NetIncomeLoss_TTM,2010-12-31,20568000000.0,
MSFT,NetIncomeLoss_TTM,2011-03-31,21794000000.0,
MSFT,NetIncomeLoss_TTM,2011-06-30,23150000000.0,
MSFT,NetIncomeLoss_TTM,2011-09-30,23478000000.0,
MSFT,NetIncomeLoss_TTM,2011-12-31,23468000000.0,
MSFT,NetIncomeLoss_TTM,2012-03-31,23344000000.0,
MSFT,NetIncomeLoss_TTM,2012-06-30,16978000000.0,
MSFT,NetIncomeLoss_TTM,2012-09-30,15706000000.0,
MSFT,NetIncomeLoss_TTM,2012-12-31,15459000000.0,
MSFT,NetIncomeLoss_TTM,2013-03-31,16406000000.0,
MSFT,NetIncomeLoss_TTM,2013-06-30,21863000000.0,
MSFT,NetIncomeLoss_TTM,2013-09-30,22641000000.0,
MSFT,NetIncomeLoss_TTM,2013-12-31,22822000000.0,
MSFT,NetIncomeLoss_TTM,2014-03-31,22427000000.0,
MSFT,NetIncomeLoss_TTM,2014-06-30,22074000000.0,
MSFT,NetIncomeLoss_TTM,2014-09-30,21370000000.0,
MSFT,NetIncomeLoss_TTM,2014-12-31,20675000000.0,
MSFT,NetIncomeLoss_TTM,2015-03-31,20000000000.0,
